Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Afghanistan,AFG,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,182.174036617438,199.643227895834,221.830530720307,254.115274305561,274.015394322653,376.318296441543,382.533803815415,453.387382075258,562.499219444201,608.738855868402,653.417479124439,638.733184780223,626.512930450573,566.881132665072,523.053012101752,526.140801271383,492.090632280226,497.741429257502,512.055098228687,355.777826392648,..
Afghanistan,AFG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,0.927029128491213,-2.49725463876796,7.32187384114641,1.08498820068219,11.8033826648297,1.86475446570948,17.1435343251686,11.099219916622,-3.21136429567821,8.24714425211201,2.00252214522942,-0.964803329240326,-1.66641641520387,-0.345802496981861,-0.253593781812398,-1.68857659267113,0.932833388709525,-5.36466593096218,-22.9669419945958,..
Afghanistan,AFG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,0.496635789164202,0.547024312529759,1.2472724531115,1.45840953655264,1.7422555974546,2.19236530114996,12.2992682195253,44.2437927810402,53.5615223182277,27.7207807283862,34.9479616639848,..,..
Afghanistan,AFG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,90.6,88,85.4,82.8,80.1,77.4,74.7,72,69.3,66.8,64.2,61.8,59.4,57.2,55,53,51.1,49.4,47.8,46.3,44.8,43.4,..
Afghanistan,AFG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,9.44339085,8.94125843,9.80847359,9.94828892,10.62276554,9.90467453,10.25649548,9.81848717,8.56967163,8.56190777,7.89716864,8.80596447,9.52887821,10.10534763,11.81859016,12.62081718,14.20841891,14.8313194,15.53361392,16.82606226,..
Afghanistan,AFG,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,..,..,0.779684005101168,6.27787606013575,5.19907586765521,5.62974612997404,5.53859006087891,6.33915917726428,8.42079024969459,8.32009303486847,8.14321894737355,8.26016553119813,6.74656734166901,8.9658546677278,10.0326952923805,11.1578256092955,12.1456348317743,13.4806822939283,11.6565134326677,10.7755845341375,24.6294202287354,..,..
Afghanistan,AFG,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,14.52033009,15.33316076,18.11380963,19.82707758,22.21764663,25.57503324,30.13865716,31.4848611,36.79654596,38.35863995,39.18983324,40.56694031,43.97205304,47.07526211,46.7139328,50.50579166,54.48353409,57.02542754,61.20481468,62.90022842,..
Afghanistan,AFG,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,..,..,12.01154618225,5.73456176584863,9.33358537151389,16.6273192368087,21.8498447355939,18.1389868805969,25.4173106276998,33.4860504011933,23.0981696439814,31.1454452748017,32.8975327735791,40.8110381853918,44.4648190238265,35.477015141103,45.3210493700839,51.3747980744969,59.1683486525349,63.7592439447693,52.0299637834848,..,..
Albania,ALB,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,0.2,..,..,0.1,..,..,0,..,..,..,0.1,..,0.1,0,0,0,0,0,0,..,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,1126.68334010717,1281.6598256178,1425.12421860142,1846.12012081207,2373.58129170055,2673.78781583529,2972.74362094736,3595.03829536404,4370.53971639449,4114.13403283023,4094.34968570481,4437.14116097061,4247.63134315945,4413.06338346821,4578.63320812155,3952.80357364813,4124.05538986272,4531.03220675893,5287.66080067575,5396.2142432843,5343.0377039956,6377.20309553753,6810.11404104233
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.63002243937019,9.31439713939355,4.85047533419143,5.9242115424577,5.9565695961824,6.06788243935723,6.57292298236362,6.78722893588666,8.3281084229243,4.05313986380152,4.22308382721044,2.82164245514005,1.58487281451019,1.18723435286199,1.98538809180384,2.51682705417127,3.48029321671386,3.89811226746693,4.27631155105293,2.52354084280566,-2.74523867757104,9.92271370805365,6.13901678987099
Albania,ALB,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,4.11943477235488,8.26106337096133,25.5137134485887,35.5774531517479,52.2653390116797,68.3860849244091,144.640261242564,443.020375805171,526.099855706299,767.292728482432,884.825091116546,..,..
Albania,ALB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,24.1,22.9,21.7,20.4,19.1,17.8,16.5,15.3,14.1,12.9,11.9,10.9,10,9.3,8.8,8.5,8.4,8.3,8.3,8.4,8.4,8.4,..
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.94418573,5.92583275,5.6645999,6.19891882,6.0557785,5.83303022,5.6859889,5.70842791,5.50962448,5.7276206,6.23899555,6.11952829,6.09262609,6.27234411,6.44164276,6.48361206,6.66606188,6.54604626,6.65958786,..,..,..,..
Albania,ALB,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,103.662764067334,114.871264238254,117.866350050803,131.214882774486,151.323063978306,155.238837818578,167.452437101786,177.039776197747,186.610458058619,205.842088889718,229.013044776593,241.848567248961,259.172784423774,273.255532773145,292.529819381799,318.249601822935,338.072136685823,340.933758735253,379.676537192916,398.656672510949,396.00921266672,..,..
Albania,ALB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,33.75701439,36.25112371,40.17300832,53.05732566,66.77318661,75.025573,81.81968751,105.0407574,135.20479407,135.39190552,153.14909471,164.47357657,152.72008781,160.53690223,174.67263125,146.43138908,156.58622459,170.36800406,198.38815467,..,..,..,..
Albania,ALB,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,3.68848974204312,10.9013396683966,8.88549267791946,28.3916433089942,20.683910137906,19.9219565606187,23.8408663710172,25.070499226174,11.5206448025956,8.38649111769901,11.482227702217,5.42049261807578,5.50994724224973,7.10005097254157,4.47428961984776,5.29892290845745,7.10277287929749,13.1540747576432,9.48184621872802,..,..,..,..
Algeria,DZA,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,..,..,..,0.2,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1780.37606280604,1754.58236097572,1794.811114232,2117.04822899287,2624.79523151946,3131.32818989681,3500.13459382737,3971.80348828223,4946.56401720759,3898.47878787317,4495.92147563024,5473.28182611668,5610.73328198233,5519.77757552373,5516.22944039649,4197.41998491398,3967.20064743809,4134.93608656171,4171.79038755546,4021.9832660524,3354.15316371593,3700.31469728198,4342.63796796522
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.35458027083072,1.5924966142403,4.18516010017163,5.75804170624698,2.84249363853606,4.46524506291138,0.244873743065256,1.73036932785892,0.664881575080244,-0.208351662841849,1.69217010043643,0.964977573876638,1.41022666531447,0.797967812424986,1.76594122961416,1.64665726092011,1.16314757909788,-0.663171195012765,-0.707950480650311,-0.840856659456264,-6.72994164824063,1.70006376681854,1.53316323155349
Algeria,DZA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,0.362557878181892,0.49256310438006,1.23454924714906,1.78944420547177,2.42517008698208,3.84390177880095,7.66001834090993,63.7146346705919,68.0945339122347,50.4386240156038,48.467646787122,..,..
Algeria,DZA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,35.6,34.3,32.9,31.6,30.3,29,27.8,26.6,25.6,24.7,23.9,23.3,22.8,22.4,22,21.7,21.4,21,20.6,20.1,19.6,19.2,..
Algeria,DZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.48903275,3.83787704,3.7300415,3.60104108,3.5440731,3.23516107,3.35510349,3.82141757,4.20188284,5.35939837,5.11716986,5.26748085,6.00050974,6.03576279,6.54721403,6.97849178,6.60749817,6.27938414,6.16302586,6.25170851,6.32117987,..,..
Algeria,DZA,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,213.922797943892,258.776500595885,262.866957235328,278.510369733167,269.326656737708,257.175082362213,272.160929048777,330.089709174359,384.257366930015,485.210888853592,467.184178781098,503.805402398495,584.099430016792,561.970254345757,615.630969179313,593.571343789972,522.625133538721,489.079512829565,488.205714898274,490.58658725102,460.477861715722,..,..
Algeria,DZA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,17.38325148,15.97720528,16.52054147,17.72899379,26.60467778,31.02908436,36.97381571,45.75554947,58.13099196,60.72577828,70.14571558,84.65707065,91.03138444,96.38968195,100.9662436,86.45079533,84.64870682,88.32897121,87.99286666,87.46816084,80.29914715,..,..
Algeria,DZA,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,0.15513417910353,0.157114287709733,0.155409070934232,0.182400001014628,0.176664796410601,0.294602565298455,0.207989946146748,0.313254272152162,0.195645926691266,0.35254937616117,0.189271053556526,0.140602331944705,0.256127481364982,0.156845794285709,0.303264540198539,0.226030857276531,0.155241283214479,0.214454721884724,0.199728662307235,0.336188983214282,0.293569136117887,..,..
American Samoa,ASM,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,8800.72881035461,9043.68236654528,8832.81851941832,8733.01428721137,8673.92719531291,9187.16634446553,10019.502245442,12191.5977314597,10446.8632062572,10495.3047320935,11920.0610903131,12038.8715916596,12313.9973571825,13101.5418159165,13300.8246114811,12372.8847825647,13195.9358995539,13672.576657298,15609.7772196843,16653.7137781725,19673.3901023197
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,1.37676078341285,0.958704603397948,0.238921012915611,-3.39475237932344,2.67197034041648,-1.80045000177043,-3.25794109501621,1.24526425733148,0.992450745719012,-3.2319106405226,-1.21950183979621,3.27902164193507,4.85444230115995,0.113644342114497,-5.13533988577697,4.87406112450759,1.83171396600592,6.97068820816773,1.75992833256275,3.48601710593883
American Samoa,ASM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,54.6956188809276,18.4128153194623,18.6250954536142,0,459.620430128119,19.4673726833826,198.223913732953,1111.94225987101,516.27292251776,401.513070307052,259.802117387257,..,..
American Samoa,ASM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
